id,text,language,intent,product,quantity,city,budget,urgency,priority_score,priority_label,split,template_id,source
LL00321,"dear sir, we are a supplier of cheap led lights from china. reply for a catalogue.",en,spam,,,,,0,0,Ignore,val,en-spam-6,synthetic_template
LL00143,Our fleet of 15 buses needs full body paint. Can we schedule a visit to Latur? Need it urgently.,en,bulk_order,full body paint,15 buses,Latur,,1,90,High,train,en-bulk_order-4,synthetic_template
LL00011,Can you share the rate for exterior paint? Need it for 1 bus. Thanks,en,price_query,exterior paint,1 bus,,,0,50,Medium,train,en-price_query-1,synthetic_template
LL01627,"namaskar, tumhi basvlele padde kharab zale aahe. he barobar nahi khup urgent aahe",mr_roman,complaint,padde,,,,1,40,Medium,train,mr_roman-complaint-0,synthetic_template
LL01495,"namaskar, mala music system chi kimmat janun ghyaychi aahe, budget saadharan 1.5 lakh rupaye aajach bolaycha aahe",mr_roman,price_query,music system,,,1.5 lakh rupaye,1,60,Medium,train,mr_roman-price_query-4,synthetic_template
LL01569,"bulk order dyaycha aahe 60 nag cha, bus wrap have. budget Rs 25 lakh thanks",mr_roman,bulk_order,bus wrap,60 nag,,Rs 25 lakh,0,80,High,val,mr_roman-bulk_order-2,synthetic_template
LL01040,गूगल पर पहले पेज की गारंटी के साथ SEO सर्विस पाएं। कृपया कॉल करें।,hi,spam,,,,,0,0,Ignore,train,hi-spam-5,synthetic_template
LL00084,"Quote for 1 seats with PVC flooring, budget Rs 1 lakh Please call me.",en,price_query,PVC flooring,1 seats,,Rs 1 lakh,0,60,Medium,train,en-price_query-8,synthetic_template
LL01736,"instagram followes 1k vadhva, sasta dar. DM kara",mr_roman,spam,,,,,0,0,Ignore,train,mr_roman-spam-2,synthetic_template
LL01615,"50 bus saathi bus wrap cha ghau dar sanga, ekun budet 1 koti aahe call kara",mr_roman,bulk_order,bus wrap,50 bus,,1 koti,0,80,High,train,mr_roman-bulk_order-5,synthetic_template
LL01544,ammhala 40 buses satih music system have aahe. ghau dar kay asel? call kara,mr_roman,bulk_order,music system,40 buses,,,0,70,High,train,mr_roman-bulk_order-0,synthetic_template
LL00966,"नमस्ते, अहमदाबाद में मेरी बस की डिलीवरी 10 दिन लेट हुई और कोई फोन नहीं उठा रहा। अगले हफ्ते तक चाहिए।",hi,complaint,,,अहमदाबाद,,1,40,Medium,train,hi-complaint-4,synthetic_template
LL00357,"Grow your travel business with guaranteed leads. Limtied offer, contact us today.",en,spam,,,,,0,0,Ignore,train,en-spam-10,synthetic_template
LL00809,सीलिंग पैनल का प्राइस लिस्ट भेज दीजिए कृपया कॉल करें।,hi,price_query,सीलिंग पैनल,,,,0,35,Low,test,hi-price_query-6,synthetic_template
LL00516,"namaste solapur delivery ke liye 8 bus me curtains chahiye, 3 weeks me",hinglish,bulk_order,curtains,8 bus,solapur,,0,75,High,train,hinglish-bulk_order-4,synthetic_template
LL01783,"tumchya travel vyavsayasathi guaranteed leads mila. limited offer, aajach contact kara",mr_roman,spam,,,,,0,0,Ignore,val,mr_roman-spam-8,synthetic_template
LL00257,"hey, the sleeper berths does not mtch what was promised. need someone to inspect it.",en,complaint,sleeper berths,,,,0,25,Low,val,en-complaint-5,synthetic_template
LL01128,"नमस्कार, 1 बस साठी रूफ टॉप AC ची किंमत सांगा.",mr,price_query,रूफ टॉप AC,1 बस,,,0,50,Medium,val,mr-price_query-3,synthetic_template
LL01195,"माझी ट्रॅव्हल कंपनी लातूर मध्ये आहे, 15 बसेस मध्ये CCTV कॅमेरा बसवायचे आहे. किती सूट मिळेल?",mr,bulk_order,CCTV कॅमेरा,15 बसेस,लातूर,,0,75,High,train,mr-bulk_order-1,synthetic_template
LL00375,Kolhapur me music system lagwane ka kitna kharcha aayega?,hinglish,price_query,music system,,Kolhapur,,0,40,Medium,train,hinglish-price_query-1,synthetic_template
LL00594,namaste bus seats ek hafte me hi band ho gaya. mujhe refund chahiye agle hafte tak chahiye,hinglish,complaint,bus seats,,,,1,40,Medium,val,hinglish-complaint-3,synthetic_template
LL01523,music system chi price list pathva,mr_roman,price_query,music system,,,,0,35,Low,test,mr_roman-price_query-6,synthetic_template
LL01753,cryto madhe invest kara ani 3 divsat paise duple kara dhanyavad,mr_roman,spam,,,,,0,0,Ignore,train,mr_roman-spam-4,synthetic_template
LL00825,हमें 20 बस के लिए LED लाइट चाहिए। थोक में क्या रेट मिलेगा?,hi,bulk_order,LED लाइट,20 बस,,,0,70,High,val,hi-bulk_order-0,synthetic_template
LL00736,"नमस्ते, गोवा में म्यूजिक सिस्टम लगवाने का खर्च कितना आएगा?",hi,price_query,म्यूजिक सिस्टम,,गोवा,,0,40,Medium,train,hi-price_query-1,synthetic_template
LL00210,Very poor finish on the PVC flooring. Please fix it immediately.,en,complaint,PVC flooring,,,,0,25,Low,train,en-complaint-2,synthetic_template
LL00446,namaste sir pushback seats kitne ka padega 3 buses me,hinglish,price_query,pushback seats,3 buses,,,0,50,Medium,test,hinglish-price_query-7,synthetic_template
LL01343,"नमस्कार, वॉरंटीमध्ये पडदे बदलून हवे आहे, एका महिन्यात तुटले",mr,complaint,पडदे,,,,0,25,Low,val,mr-complaint-5,synthetic_template
LL00645,congratulations! aapne free iPohne jeeta hai. abhi claim karo thanks,hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-1,synthetic_template
LL01416,"तुमच्या बस व्यवसायासाठी 1 लाखांपर्यंत कर्ज मिळवा, कागदपत्रे नाहीत. आत्ताच क्लिक करा",mr,spam,,,,,0,0,Ignore,train,mr-spam-7,synthetic_template
LL00391,please sleeper berth ka quotation bhej do. budget 50k hai thanks,hinglish,price_query,sleeper berth,,,50k,0,45,Medium,train,hinglish-price_query-2,synthetic_template
LL01748,crypto madhe invest kara ani 15 divsat paise dupple kara,mr_roman,spam,,,,,0,0,Ignore,train,mr_roman-spam-4,synthetic_template
LL00195,I paid for PVC flooring but the work is still incompltee after 2 weeks.,en,complaint,PVC flooring,,,,0,25,Low,train,en-complaint-1,synthetic_template
LL00053,Price list for pushback seats please,en,price_query,pushback seats,,,,0,35,Low,train,en-price_query-5,synthetic_template
LL01236,"नमस्कार, हैदराबाद मध्ये डिलिव्हरीसाठी 5 बस मध्ये सीलिंग पॅनल हवे, 3 आठवड्यात",mr,bulk_order,सीलिंग पॅनल,5 बस,हैदराबाद,,0,75,High,train,mr-bulk_order-4,synthetic_template
LL00307,Earn 2000 per day working from home. WhatsApp us.,en,spam,,,,,0,0,Ignore,train,en-spam-4,synthetic_template
LL00392,please cctv camera ka quotation bhej do. budget 3l hai,hinglish,price_query,cctv camera,,,3l,0,45,Medium,train,hinglish-price_query-2,synthetic_template
LL00642,congratulations! aapne free iPhone jeeeta hai. abhi claim karo,hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-1,synthetic_template
LL01602,"hello sir, Sangli madhe delivery sathi 5 bus madhe roof top AC have, 3 athavdyat dhanyavad",mr_roman,bulk_order,roof top AC,5 bus,Sangli,,0,75,High,test,mr_roman-bulk_order-4,synthetic_template
LL00560,maine seat cover ke paise de diye lekin kaam abhi tak adhura hai aaj hi baat karni hai,hinglish,complaint,seat cover,,,,1,40,Medium,train,hinglish-complaint-1,synthetic_template
LL00640,congratulations! aapne free iphone jeeta hai. abhi claim karo,hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-1,synthetic_template
LL01202,"25 बसेस चा बल्क ऑर्डर द्यायचा आहे, म्युझिक सिस्टीम हवे. बजेट 5 लाख.",mr,bulk_order,म्युझिक सिस्टीम,25 बसेस,,5 लाख,0,80,High,train,mr-bulk_order-2,synthetic_template
LL00209,Very poor finish on the LED lights. Please fix it immediately. Need it urgently.,en,complaint,LED lights,,,,1,40,Medium,train,en-complaint-2,synthetic_template
LL00670,crypto me inevst karo aur 3 din me paisa doouble karo,hinglish,spam,,,,,0,0,Ignore,val,hinglish-spam-4,synthetic_template
LL00937,"स्लीपर बर्थ की फिनिशिंग बहुत खराब है, तुरंत ठीक करवाइए। जल्दी चाहिए।",hi,complaint,स्लीपर बर्थ,,,,1,40,Medium,test,hi-complaint-2,synthetic_template
LL01518,"namaskar, tumhi Ahmedabad madhe bus wrap che kaam karta ka? dar sanga",mr_roman,price_query,bus wrap,,Ahmedabad,,0,40,Medium,train,mr_roman-price_query-5,synthetic_template
LL01636,mi sleeper berth che paise dile pan kaam ajun apurna aahe khup urgent aahe,mr_roman,complaint,sleeper berth,,,,1,40,Medium,train,mr_roman-complaint-1,synthetic_template
LL00256,The bus seats does not match what was promised. Need someone to inspect it,en,complaint,bus seats,,,,0,25,Low,val,en-complaint-5,synthetic_template
LL00383,Nashik me LED lights lagwane ka kitna kharha aayega? jaldi reply karo,hinglish,price_query,LED lights,,Nashik,,1,55,Medium,train,hinglish-price_query-1,synthetic_template
LL00949,"नमस्ते, सीलिंग पैनल एक हफ्ते में ही बंद हो गया। मुझे रिफंड चाहिए।",hi,complaint,सीलिंग पैनल,,,,0,25,Low,train,hi-complaint-3,synthetic_template
LL01705,"warranty madhe pushback seats badlun hava aahe, ek mahinyat tutle thanks",mr_roman,complaint,pushback seats,,,,0,25,Low,val,mr_roman-complaint-5,synthetic_template
LL01796,"free credit card offer, annual fee nahi. aataach apply kara dhanyavad",mr_roman,spam,,,,,0,0,Ignore,train,mr_roman-spam-9,synthetic_template
LL00609,hello sir hyderabad me meri bus ki delivery 10 din late hui aur koi phone nahi utha raha,hinglish,complaint,,,hyderabad,,0,25,Low,train,hinglish-complaint-4,synthetic_template
LL00746,"हेलो सर, औरंगाबाद में LED लाइट लगवाने का खर्च कितना आएगा? अगले हफ्ते तक चाहिए। धन्यवाद।",hi,price_query,LED लाइट,,औरंगाबाद,,1,55,Medium,train,hi-price_query-1,synthetic_template
LL01355,3 लाखांपर्यंत पर्सनल लोन 30 मिनिटांत मिळवा. आत्ताच क्लिक करा,mr,spam,,,,,0,0,Ignore,val,mr-spam-0,synthetic_template
LL00801,"हेलो सर, बॉडी पेंट का प्राइस लिस्ट भेज दीजिए कृपया कॉल करें।",hi,price_query,बॉडी पेंट,,,,0,35,Low,test,hi-price_query-6,synthetic_template
LL01271,तुम्ही बसवलेले लगेज रॅक खराब झाले आहे. हे योग्य नाही. कृपया कॉल करा,mr,complaint,लगेज रॅक,,,,0,25,Low,train,mr-complaint-0,synthetic_template
LL01094,"हॅलो सर, बेळगाव मध्ये CCTV कॅमेरा बसवायला किती खर्च येईल",mr,price_query,CCTV कॅमेरा,,बेळगाव,,0,40,Medium,train,mr-price_query-1,synthetic_template
LL01031,क्रिप्टो में निवेश करें और 15 दिन में पैसा डबल करें।,hi,spam,,,,,0,0,Ignore,val,hi-spam-4,synthetic_template
LL01559,"majhi travels company jalgaon madhe aahe, 40 bus madhe luggage rack basvaycha aahe. kiti sut milel",mr_roman,bulk_order,luggage rack,40 bus,jalgaon,,0,75,High,train,mr_roman-bulk_order-1,synthetic_template
LL00630,"warranty me CCTV camera change karwana hai, ek mahine me toot gaya thanks",hinglish,complaint,CCTV camera,,,,0,25,Low,test,hinglish-complaint-5,synthetic_template
LL01725,"dada, abhinandan! tumhi free iPhone jinkla aahe. aatach claim kara",mr_roman,spam,,,,,0,0,Ignore,val,mr_roman-spam-1,synthetic_template
LL01037,गूगल पर पहले पेज की गारंटी के साथ SEO सर्विस पाएं।,hi,spam,,,,,0,0,Ignore,train,hi-spam-5,synthetic_template
LL01480,20 seats sathi seat cover chi kimmat sanga dhanyavad,mr_roman,price_query,seat cover,20 seats,,,0,50,Medium,train,mr_roman-price_query-3,synthetic_template
LL00312,"Hi, Earn 2000 per day working from home. WhatsApp us",en,spam,,,,,0,0,Ignore,train,en-spam-4,synthetic_template
LL00088,"Qutoe for 45 sets with music system, budet ₹50,000",en,price_query,music system,45 sets,,"₹50,000",0,60,Medium,train,en-price_query-8,synthetic_template
LL01522,seat cover chi prce list pathva,mr_roman,price_query,seat cover,,,,0,35,Low,test,mr_roman-price_query-6,synthetic_template
LL00923,"मैंने म्यूजिक सिस्टम के पैसे दे दिए, लेकिन काम अभी तक अधूरा है।",hi,complaint,म्यूजिक सिस्टम,,,,0,25,Low,val,hi-complaint-1,synthetic_template
LL01331,बेंगळुरू मध्ये माझ्या बसची डिलिव्हरी 10 दिवस उशिरा झाली आणि कोणी फोन उचलत नाही. कृपया कॉल करा.,mr,complaint,,,बेंगळुरू,,0,25,Low,train,mr-complaint-4,synthetic_template
LL01653,"bus wrap che finishing khup vait aahe, tatkal durust kara",mr_roman,complaint,bus wrap,,,,0,25,Low,test,mr_roman-complaint-2,synthetic_template
LL00333,"free credit card offer, no annual fee. appyl now.",en,spam,,,,,0,0,Ignore,val,en-spam-7,synthetic_template
LL01090,"नमस्कार, लगेज रॅक चा रेट काय आहे?",mr,price_query,लगेज रॅक,,,,0,35,Low,train,mr-price_query-0,synthetic_template
LL00012,Can you share the rate for exterior paint? Need it for 1 bus. Please call me.,en,price_query,exterior paint,1 bus,,,0,50,Medium,train,en-price_query-1,synthetic_template
LL00316,Invest in crypto and double your money in 3 days.,en,spam,,,,,0,0,Ignore,train,en-spam-5,synthetic_template
LL00659,ghar baithe roz 10000 kamao. WhatsApp karo,hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-3,synthetic_template
LL01777,"tumchya bus vyavsayasathi 2 lakh paryant loan mila, kagdapatre nahit. aatach click kara",mr_roman,spam,,,,,0,0,Ignore,test,mr_roman-spam-7,synthetic_template
LL01538,amhala 20 buses sathi seat cover have aahe. ghau dar kay asel? khup urgent aahe,mr_roman,bulk_order,seat cover,20 buses,,,1,85,High,train,mr_roman-bulk_order-0,synthetic_template
LL01689,Goa madhe majhya bus chi delivery 10 divas ushira zali ani koni phone uchalat nahi call kara,mr_roman,complaint,,,Goa,,0,25,Low,train,mr_roman-complaint-4,synthetic_template
LL01456,Nagpur madhe seat cover basvayla kiti kharch yeil? khup urgent aahe thanks,mr_roman,price_query,seat cover,,Nagpur,,1,55,Medium,val,mr_roman-price_query-1,synthetic_template
LL01161,"हॅलो सर, लगेज रॅक ची प्राईस लिस्ट पाठवा",mr,price_query,लगेज रॅक,,,,0,35,Low,train,mr-price_query-6,synthetic_template
LL00813,"नमस्ते, हमें 10 बसों के लिए स्लीपर बर्थ चाहिए। थोक में क्या रेट मिलेगा? बहुत ज़रूरी है।",hi,bulk_order,स्लीपर बर्थ,10 बसों,,,1,85,High,val,hi-bulk_order-0,synthetic_template
LL01496,"mala seat cover chi kimmat janun ghyaychi aahe, budget saadharan 3 lakh rupaye call kara",mr_roman,price_query,seat cover,,,3 lakh rupaye,0,45,Medium,train,mr_roman-price_query-4,synthetic_template
LL01052,"नमस्ते, सारी साड़ियों पर एक के साथ एक फ्री। आज ही दुकान पर आएं। धन्यवाद।",hi,spam,,,,,0,0,Ignore,test,hi-spam-6,synthetic_template
LL01386,घरबसल्या रोज 2000 कमवा. WhatsApp करा,mr,spam,,,,,0,0,Ignore,train,mr-spam-3,synthetic_template
LL00173,we are a school in ahmedabad. need bus wrap for 12 buses. what is the best price? thank you.,en,bulk_order,bus wrap,12 buses,ahmedabad,,0,75,High,val,en-bulk_order-7,synthetic_template
LL00015,Can you share the rate for seat covers? Need it for 4 seats. Need it urgently. Thank you.,en,price_query,seat covers,4 seats,,,1,65,Medium,train,en-price_query-1,synthetic_template
LL01189,"माझी ट्रॅव्हल कंपनी कोल्हापूर मध्ये आहे, 50 बस मध्ये सीट कव्हर बसवायचे आहे. किती सूट मिळेल?",mr,bulk_order,सीट कव्हर,50 बस,कोल्हापूर,,0,75,High,train,mr-bulk_order-1,synthetic_template
LL00226,"Hello sir, window curtains sopped working within a week. I want a refund. Thank you.",en,complaint,window curtains,,,,0,25,Low,train,en-complaint-3,synthetic_template
LL01351,10 लाखांपर्यंत पर्सनल लोन 5 मिनिटांत मिळवा. आत्ताच क्लिक करा! धन्यवाद.,mr,spam,,,,,0,0,Ignore,val,mr-spam-0,synthetic_template
LL01453,"hello sir, luggage rack cha rate kay aahe? thanks",mr_roman,price_query,luggage rack,,,,0,35,Low,train,mr_roman-price_query-0,synthetic_template
LL01032,क्रिप्टो में निवेश करें और 10 दिन में पैसा डबल करें। धन्यवाद।,hi,spam,,,,,0,0,Ignore,val,hi-spam-4,synthetic_template
LL00554,sir jo cctv camera aapne lagaay tha wo kharab ho gaya. ye theek nahi hai urgent chahiye,hinglish,complaint,cctv camera,,,,1,40,Medium,train,hinglish-complaint-0,synthetic_template
LL01579,"amchyakade 200 seats aahet, sarvamadhe CCTV camera basvaycha aahe. please call kara",mr_roman,bulk_order,CCTV camera,200 seats,,,0,70,High,train,mr_roman-bulk_order-3,synthetic_template
LL00580,"cctv camera ki finishing bahut kharab hai, turaant theek karo",hinglish,complaint,cctv camera,,,,0,25,Low,train,hinglish-complaint-2,synthetic_template
LL00211,"hello sir, very poor finish on the cctv cameras. please fix it immediately",en,complaint,cctv cameras,,,,0,25,Low,train,en-complaint-2,synthetic_template
LL00238,Your team delayed my bus delivery in Latur by 10 days and nobody is answering my calls. Please call me,en,complaint,,,Latur,,0,25,Low,test,en-complaint-4,synthetic_template
LL01550,"hello sir, majhi travels company Latur madhe aahe, 25 bus madhe luggage rack basvaycha aahe. kiti sut milel? dhanyavad",mr_roman,bulk_order,luggage rack,25 bus,Latur,,0,75,High,train,mr_roman-bulk_order-1,synthetic_template
LL00349,get a loan for your bus business up to 3 lakh with zero documentation. click now! please call me.,en,spam,,,,,0,0,Ignore,train,en-spam-9,synthetic_template
LL00366,bhai vinyl branding ka rate kya hai,hinglish,price_query,vinyl branding,,,,0,35,Low,train,hinglish-price_query-0,synthetic_template
LL00623,"warranty me roof top ac change karwana hai, ek mahine me toot gaya jaldi reply karo",hinglish,complaint,roof top ac,,,,1,40,Medium,test,hinglish-complaint-5,synthetic_template
LL01155,तुम्ही कोल्हापूर मध्ये म्युझिक सिस्टीम चे काम करता का? दर सांगा. कृपया कॉल करा.,mr,price_query,म्युझिक सिस्टीम,,कोल्हापूर,,0,40,Medium,train,mr-price_query-5,synthetic_template
LL01374,"इंस्टाग्राम फॉलोअर्स 50k वाढवा, स्वस्त दर. आत्ताच DM करा.",mr,spam,,,,,0,0,Ignore,train,mr-spam-2,synthetic_template
LL00122,Looking to refurbish 100 sets with bus seats. Budget 25 lakh. When can you start?,en,bulk_order,bus seats,100 sets,,25 lakh,0,80,High,train,en-bulk_order-2,synthetic_template
LL01510,"dada, tumhi Navi Mumbai madhe music system che kaam karta ka? dar sanga",mr_roman,price_query,music system,,Navi Mumbai,,0,40,Medium,train,mr_roman-price_query-5,synthetic_template
LL00970,ठाणे में मेरी बस की डिलीवरी 10 दिन लेट हुई और कोई फोन नहीं उठा रहा।,hi,complaint,,,ठाणे,,0,25,Low,train,hi-complaint-4,synthetic_template
LL01772,sarva sayanvar ekavar ek free. aajach dukanat ya,mr_roman,spam,,,,,0,0,Ignore,train,mr_roman-spam-6,synthetic_template
LL00203,I paid for seat covers but the work is still incomplete after 2 weeks. Please reply asap.,en,complaint,seat covers,,,,1,40,Medium,train,en-complaint-1,synthetic_template
LL01329,"हॅलो सर, लातूर मध्ये माझ्या बसची डिलिव्हरी 10 दिवस उशिरा झाली आणि कोणी फोन उचलत नाही. खूप अर्जंट आहे.",mr,complaint,,,लातूर,,1,40,Medium,train,mr-complaint-4,synthetic_template
LL00239,"Hello sir, Your team delayyed my bus delivery in Hyderabad by 10 days and noboody is answering my calls",en,complaint,,,Hyderabad,,0,25,Low,test,en-complaint-4,synthetic_template
LL00655,"instagrm followers 5k badhao, sasa rate. DM karo",hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-2,synthetic_template
LL00883,"हैदराबाद डिलीवरी के लिए 12 बस में स्लीपर बर्थ चाहिए, 3 हफ्ते में। धन्यवाद।",hi,bulk_order,स्लीपर बर्थ,12 बस,हैदराबाद,,0,75,High,train,hi-bulk_order-4,synthetic_template
LL00674,crypto me invest karo aur 7 din me paisa double karo call karna,hinglish,spam,,,,,0,0,Ignore,val,hinglish-spam-4,synthetic_template
LL01146,तुम्ही इंदूर मध्ये बस सीट चे काम करता का? दर सांगा. पुढच्या आठवड्यापर्यंत हवे.,mr,price_query,बस सीट,,इंदूर,,1,55,Medium,train,mr-price_query-5,synthetic_template
LL01177,"नमस्कार, आम्हाला 40 बस साठी रूफ टॉप AC हवे आहे. घाऊक दर काय असेल?",mr,bulk_order,रूफ टॉप AC,40 बस,,,0,70,High,train,mr-bulk_order-0,synthetic_template
LL01061,"हेलो सर, अपने बस बिज़नेस के लिए 10 लाख तक का लोन पाएं, कोई डॉक्यूमेंट नहीं। अभी क्लिक करें",hi,spam,,,,,0,0,Ignore,test,hi-spam-7,synthetic_template
LL00288,Congratulations! You have won a free iPhone. Cliam your prize.,en,spam,,,,,0,0,Ignore,test,en-spam-1,synthetic_template
LL01593,"nagpur madhe delivery sathi 8 bus madhe pushback seats have, 3 athavdyat",mr_roman,bulk_order,pushback seats,8 bus,nagpur,,0,75,High,test,mr_roman-bulk_order-4,synthetic_template
LL00737,भोपाल में लगेज रैक लगवाने का खर्च कितना आएगा?,hi,price_query,लगेज रैक,,भोपाल,,0,40,Medium,train,hi-price_query-1,synthetic_template
LL01595,"Vasai madhe delivery sathi 250 seats madhe ceiling panel have, 3 athavdyat",mr_roman,bulk_order,ceiling panel,250 seats,Vasai,,0,75,High,test,mr_roman-bulk_order-4,synthetic_template
LL00891,"नमस्ते, 20 बसों के लिए स्लीपर बर्थ का थोक रेट बताइए, कुल बजट 10 लाख है।",hi,bulk_order,स्लीपर बर्थ,20 बसों,,10 लाख,0,80,High,train,hi-bulk_order-5,synthetic_template
LL01280,"मी बस रॅप चे पैसे दिले, पण काम अजून अपूर्ण आहे. कृपया कॉल करा.",mr,complaint,बस रॅप,,,,0,25,Low,test,mr-complaint-1,synthetic_template
LL00448,sir led lights kitne ka padega 1 bus me agle hafte tak chahiye call karna,hinglish,price_query,led lights,1 bus,,,1,65,Medium,test,hinglish-price_query-7,synthetic_template
LL00393,pleae music system ka quuotation bhej do. budget rs 1.5 lakh hai,hinglish,price_query,music system,,,rs 1.5 lakh,0,45,Medium,train,hinglish-price_query-2,synthetic_template
LL00250,The anti-skid flooring does not match what was promised. Need smeone to inspect it. Thanks.,en,complaint,anti-skid flooring,,,,0,25,Low,val,en-complaint-5,synthetic_template
LL01698,"warranty mdhe bus seats baddlun hava aahe, ek mahinyat tutle",mr_roman,complaint,bus seats,,,,0,25,Low,val,mr_roman-complaint-5,synthetic_template
LL01334,औरंगाबाद मध्ये माझ्या बसची डिलिव्हरी 10 दिवस उशिरा झाली आणि कोणी फोन उचलत नाही.,mr,complaint,,,औरंगाबाद,,0,25,Low,train,mr-complaint-4,synthetic_template
LL01227,"आमच्याकडे 200 सेट आहेत, सर्वांमध्ये रूफ टॉप AC बसवायचे आहे. कृपया कॉल करा",mr,bulk_order,रूफ टॉप AC,200 सेट,,,0,70,High,test,mr-bulk_order-3,synthetic_template
LL00176,We are a schoool in Sangli. Need ceiling panels for 120 sets. What is the best price?,en,bulk_order,ceiling panels,120 sets,Sangli,,0,75,High,val,en-bulk_order-7,synthetic_template
LL00519,"Bhopal delivery ke liye 8 buses me flooring chahiye, 3 weeks me",hinglish,bulk_order,flooring,8 buses,Bhopal,,0,75,High,train,hinglish-bulk_order-4,synthetic_template
LL01567,"bulk order dyaycha aahe 5 buses cha, sleeper berth have. budget 8 lakh",mr_roman,bulk_order,sleeper berth,5 buses,,8 lakh,0,80,High,val,mr_roman-bulk_order-2,synthetic_template
LL00692,sabhi sarees pe 1 ke saatth 1 free. aaj hi dukaan aao,hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-6,synthetic_template
LL00086,"Quote for 1 bus with reclining seats, budget ₹75,000 Required by next week",en,price_query,reclining seats,1 bus,,"₹75,000",1,75,High,train,en-price_query-8,synthetic_template
LL01054,"अपने बस बिज़नेस के लिए 5 लाख तक का लोन पाएं, कोई डॉक्यूमेंट नहीं। अभी क्लिक करें!",hi,spam,,,,,0,0,Ignore,test,hi-spam-7,synthetic_template
LL01779,"tumchya bus vyavsayaasthi 3 lakh paryant loan mila, kagdaaptre nahit. aatach click kara",mr_roman,spam,,,,,0,0,Ignore,test,mr_roman-spam-7,synthetic_template
LL01549,"majhi travels company nanded madhe aahe, 120 sets madhe bus wrap basvaycha aahe. kiti sut milel?",mr_roman,bulk_order,bus wrap,120 sets,nanded,,0,75,High,train,mr_roman-bulk_order-1,synthetic_template
LL00818,हमें 50 सीट के लिए सीलिंग पैनल चाहिए। थोक में क्या रेट मिलेगा? कृपया कॉल करें।,hi,bulk_order,सीलिंग पैनल,50 सीट,,,0,70,High,val,hi-bulk_order-0,synthetic_template
LL00693,sabhi sarees pe 1 ke saah 1 free. aaj hi dukaan aao dhanyavad,hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-6,synthetic_template
LL00999,5 लाख तक का पर्सनल लोन 10 मिनट में पाएं। अभी क्लिक करें!,hi,spam,,,,,0,0,Ignore,train,hi-spam-0,synthetic_template
LL01561,"bulk order dyaycha aahe 10 bus cha, cctv camera have. budget rs 15 lakh",mr_roman,bulk_order,cctv camera,10 bus,,rs 15 lakh,0,80,High,val,mr_roman-bulk_order-2,synthetic_template
LL00597,sir bus wrap ek hafte me hi band ho gaya. mujhe refund chahiye urgent chahiye dhanyavad,hinglish,complaint,bus wrap,,,,1,40,Medium,val,hinglish-complaint-3,synthetic_template
LL01345,"नमस्कार, वॉरंटीमध्ये सीलिंग पॅनल बदलून हवे आहे, एका महिन्यात तुटले.",mr,complaint,सीलिंग पॅनल,,,,0,25,Low,val,mr-complaint-5,synthetic_template
LL00350,"hey, get a loan for your bus busines up to 3 lakh with zero documentation. cliick now!",en,spam,,,,,0,0,Ignore,train,en-spam-9,synthetic_template
LL00001,"Hi, What is the price of reclining seats for a bus? Thanks.",en,price_query,reclining seats,,,,0,35,Low,train,en-price_query-0,synthetic_template
LL01423,"तुमच्या ट्रॅव्हल व्यवसायासाठी हमखास लीड्स मिळवा. मर्यादित ऑफर, आजच संपर्क साधा.",mr,spam,,,,,0,0,Ignore,val,mr-spam-8,synthetic_template
LL00175,we are a scchool in surat. need bus wrap for 40 sets. what is the best price,en,bulk_order,bus wrap,40 sets,surat,,0,75,High,val,en-bulk_order-7,synthetic_template
LL00532,"80 seats ke liye bus wrap ka wolesale rate batao, total budget 50 lakh",hinglish,bulk_order,bus wrap,80 seats,,50 lakh,0,80,High,train,hinglish-bulk_order-5,synthetic_template
LL00153,"hello sir, need vinyl branding for 100 seats, totaal budget ₹25 lakh. pease call me.",en,bulk_order,vinyl branding,100 seats,,₹25 lakh,0,80,High,train,en-bulk_order-5,synthetic_template
LL00274,Get a personal loan up to 3 lakh in 30 minutes. Click the link now!,en,spam,,,,,0,0,Ignore,train,en-spam-0,synthetic_template
LL00691,sabhi sarees pe 1 ke sath 1 free. aaj hi dukaan aao thanks,hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-6,synthetic_template
LL00389,please body paint ka quotation bhej do. budget 50000 hai urgent chahiye,hinglish,price_query,body paint,,,50000,1,60,Medium,train,hinglish-price_query-2,synthetic_template
LL01742,gharbasalya roj 2000 kamva. whatsapp kara,mr_roman,spam,,,,,0,0,Ignore,train,mr_roman-spam-3,synthetic_template
LL01788,"tumchya travel vyaavsayasathi guaranteed leads mila. limited offer, aajach contact kara",mr_roman,spam,,,,,0,0,Ignore,val,mr_roman-spam-8,synthetic_template
LL00733,LED लाइट का रेट क्या है? जल्दी चाहिए। कृपया कॉल करें।,hi,price_query,LED लाइट,,,,1,50,Medium,train,hi-price_query-0,synthetic_template
